,label,tweet_text
1353,other_useful_information,Earthquake rocks northern California 
1354,other_useful_information,Ã¢â â USA 
1355,other_useful_information, janinebucks USA ÃÂ» NEWS ÃÂ» 
1356,other_useful_information, Hinton4Congress The Federal Reserve must help rebuild our earthquake stricken region with 0 percent disaster loans repayable over 30 yÃ¢â¬Â¦
1357,other_useful_information,Napa Mops Up Wine and Tallies Its Losses After Quake The Napa Valley quake wreaked havoc with California wine... 
1358,injured_or_dead_people, News24lHOT USA ÃÂ» NEWS ÃÂ» 
1359,other_useful_information,"Ebola update, 1.4 million+ people thought displaced in Iraq says UN, 66 000 people felt California earthquake "
1360,infrastructure_and_utilities_damage, fkwang Historic Sam Kee Laundry Building Damaged in Napa Earthquake 
1361,sympathy_and_emotional_support,
1362,injured_or_dead_people," jaketapper At least 172 people injured in the 6.1 Napa Quake, according to Walt Mickens, President &amp; CEO of Queen of the Valley MedicaÃ¢â¬Â¦"
1363,other_useful_information,Seattle (WA) Times-Business California quake stirs clamor for warning system
1364,other_useful_information,Before and After Photos of the Napa Earthquake - 
1365,other_useful_information, bgittleson This photo is very California. napa earthquake 
1366,other_useful_information, janinebucks USA ÃÂ» NEWS ÃÂ» 
1367,other_useful_information, ginalimp ÃÂ¦ 
1368,donation_needs_or_offers_or_volunteering_services,Oakland Raiders to Donate to Napa Schools Following Sundays 6.0-magnitude earthquake that struck the heart of... 
1369,not_related_or_irrelevant," weknowwhatsbest Immediately after vacation, the First Couple will spend a few nights in Wine Country California to inspect any possiblÃ¢â¬Â¦"
1370,other_useful_information,Strongest quake in 25 years strikes Californias Bay Area 
1371,infrastructure_and_utilities_damage,California wine country quake losses seen in the billions By Christina Farr and Robin Respaut NAPA Calif. (Re... 
1372,other_useful_information,USAHeadlines Northern California Quake No Way to Know When Next One Will Hit 
1373,infrastructure_and_utilities_damage,Update on Napa earthquake &amp; damage caused. Sad about all lost wine but at least no fatalities. 
1374,caution_and_advice, IdeaGov Early-warning system sent alert before South Napa earthquake 
1375,other_useful_information, mashabletech Jawbone UP data shows how many woke up during the Napa earthquake 
1376,infrastructure_and_utilities_damage,California assesses the damage after powerful earthquake hitsÃÂ Napa 
1377,injured_or_dead_people,Boy hurt in California quake I should beÃÂ dead 
1378,other_useful_information, ginalimp USA ÃÂ» NEWS ÃÂ» 
1379,not_related_or_irrelevant, bgittleson This photo is very California. napa earthquake 
1380,injured_or_dead_people, sfchronicle Napa teen badly injured by a collapsed chimney is improving. 
1381,other_useful_information,"N. California Earthquake Damage Could Reach $1B Northern California is cleaning up, one day after suffering i... "
1382,other_useful_information,"News Update!! Napa, CA Clean up continues after the Napa, California Earthquake. NewsUpdate Earthquake NapaCA "
1383,donation_needs_or_offers_or_volunteering_services, KTVU Girls start lemonade stand to help with napaquake relief 
1384,infrastructure_and_utilities_damage,"""CityNews Thousands without power following 6.0-magnitude earthquake in California  "
1385,injured_or_dead_people,"After injuries, widespread damage from Napa quake, cleanup ensues - Fresno Bee "
1386,other_useful_information,"Strong California quake shakes famed wine country NAPA, Calif. (AP) Ã¢â¬â The San Francisco Bay Area... "
1387,sympathy_and_emotional_support, TheWire Why dont California homeowners have earthquake insurance? 
1388,other_useful_information,Sleep-Tracking Data Shows Who Was Jolted Awake By The Napa Earthquake Data from Jawbone Up users charts the m... 
1389,other_useful_information,Ã¢â¬ËThe Great ShakeOutÃ¢â¬â¢ Earthquake Drill in October  California Earthquake Highlights Importance of Preparedness... 
1390,other_useful_information,"Napa Valley, California Braces for Aftershocks, Following Strongest Quake in the Area in 25 Years Christianity "
1391,other_useful_information,VIDEO Strongest quake in 25 years strikes Northern California 
1392,other_useful_information,Mal_Hans there was an earthquake in California yesterday! haha
1393,infrastructure_and_utilities_damage,BreakingNews 
1394,injured_or_dead_people,[AP TOP
1395,injured_or_dead_people,Quake in Californias wine country injures dozens - The Seattle Times 
1396,other_useful_information,TeamFollowBack California Quake Warning System Delayed by Lack of Funding 
1397,other_useful_information,Strong California quake shakes famed wine country 
1398,other_useful_information,Jawbone Looks At UP Data To See How Many Were Woken Up By The Napa Earthquake 
1399,other_useful_information,USGS reports a M1.12 earthquake Northern California on 8/24/14  221434 UTC 
1400,infrastructure_and_utilities_damage,Napa region wading in wine damage from quake world cnbc 
1401,injured_or_dead_people,California Earthquake Three Critically Injured As Governor Declares... 
1402,sympathy_and_emotional_support,"napaquake hits home. One local felt the quake, one is keeping his family in his prayers. 11pm CBS47KSEE24 "
1403,injured_or_dead_people," YourAnonNews Strong 6.1 Earthquake Rocks San Francisco Bay Area, Injures 87+, Significant Damage In Napa  "
1404,infrastructure_and_utilities_damage,Damage From California Quake Could Top $1 Billion 
1405,other_useful_information, heyyouapp California USA Vallejo 
1406,other_useful_information,Governor Brown Issues Statement on South Napa Earthquake 
1407,donation_needs_or_offers_or_volunteering_services, RAIDERS Former Raiders LB kirkmorrison encourages you to help with Napa earthquake relief. 
1408,not_related_or_irrelevant, ReformedBroker Applause  MeredithFrost California in one picture. MT vickydnguyen Napa skaters find upside to quake damage. 
1409,other_useful_information,"N. California Earthquake Damage Could Reach $1B Northern California is cleaning up, one day after suffering i... "
1410,other_useful_information, WSJ Images from Northern California where a powerful earthquake struck Sunday morning. 
1411,infrastructure_and_utilities_damage,"Napa region wading in quake damage When a 6.0 magnitude earthquake struck Napa early Sunday, it caused signif... "
1412,sympathy_and_emotional_support,"Thoughts, prayers to our friends with earthquake damage, fears in California. Take care, folks."
1413,not_related_or_irrelevant,
1414,other_useful_information,California quake Recovering after 6.0 tremor 
1415,other_useful_information,Northern California earthquake is areas strongest in 25 years 
1416,injured_or_dead_people," cnni The strongest earthquake in 25 years struck Northern California early Sunday, injuring more than 100 people "
1417,infrastructure_and_utilities_damage, ReutersUS Damage from earthquake that jolted Californias Napa Valley wine country could be billions 
1418,infrastructure_and_utilities_damage, NVR_Photo Damage from NapaQuake in downtown Napa Vintners Collective 
1419,other_useful_information,Northern California earthquake ....we survived 
1420,infrastructure_and_utilities_damage, WineSpectator Napas Wine Community Unbowed After Massive Earthquake - Valley residents and vintners assess the damage and clean... htÃ¢â¬Â¦
1421,other_useful_information," justinshanes In typical fashion, media after Napa earthquake devoting most coverage to the white wine."
1422,infrastructure_and_utilities_damage,"Scores were injured as earthquake knocked out power to thousands in Napa Calif., sparking fires and buckling roads "
1423,not_related_or_irrelevant, bgittleson This photo is very California. napa earthquake 
1424,infrastructure_and_utilities_damage, _theinspiration Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from nbcbayarea photo Jeremy Carroll 
1425,other_useful_information,"Ã£â¬ÂUSGS BreakingÃ£â¬â M 1.4, 48km N of Inyokern, California "
1426,not_related_or_irrelevant, bgittleson This photo is very California. napa earthquake 
1427,other_useful_information, News24lHOT USA ÃÂ» NEWS ÃÂ» 
1428,other_useful_information,New post Napa residents begin process of repairing quake-damaged homes 
1429,other_useful_information,USAHeadlines Cleanup Efforts Underway after Major Earthquake in California 
1430,infrastructure_and_utilities_damage, CBSEveningNews Billions of dollars of wine rocked in California earthquake 
1431,injured_or_dead_people," HIV_AIDSNews Yahoo Strong California earthquake causes injuries, damage The largest earthquake to hit the San ... "
1432,other_useful_information,Ã¢â¬Åbgittleson This photo is very California. napa earthquake 
1433,other_useful_information,In tomorrows latimes Seismic retrofits didnt guarantee protection from the Napa earthquake 
1434,infrastructure_and_utilities_damage, TIME Damage from California earthquake could top $1 billion 
1435,infrastructure_and_utilities_damage,A guy stranded whose daughters house was destroyed in the Napa earthquake on standby trying to fly out. K.A. flew out today. Housing 3
1436,other_useful_information,"California earthquake reminds vintners, merchants of fragility of NapaÃ¢â¬â¢s success NAPA, Calif. Ã¢â¬â Twenty years ... "
1437,other_useful_information,QUAKE HITS CALIFORNIA State of emergency issued as officials weigh damage PHOTOS Magnitude 6.0 earthqu... 
1438,other_useful_information, mandari6 England GBR Basildon 
1439,other_useful_information," earthquakeBot A 6.1 magnitude earthquake occurred 3.73mi WSW of American Canyon, California. Details "
1440,sympathy_and_emotional_support,Looking at pix of busted wine bottles in napaquake making me sad and ready for HappyHour ... Will toast w a California wine
1441,other_useful_information,Drone footage of quake damage in Napa  
1442,other_useful_information,Damage from California earthquake could top $1 billion 
1443,other_useful_information, kron4news What caused SundayÃ¢â¬â¢s earthquake? -- Answers About California Earthquake 
1444,injured_or_dead_people," WeatherPlanet 120 injured, state of emergency as California hit by largest quake in 25 years "
1445,caution_and_advice,Expert urges California nuclear plant closure over earthquake threat Former lead inspector for Diablo Canyon ... 
1446,other_useful_information,Northern California Quake No Way to Know When Next One... 
1447,infrastructure_and_utilities_damage,USA ÃÂ» NEWS ÃÂ» 
1448,caution_and_advice,CALIFORNIA has been trending 30min on the EAHQUAKE page 
1449,infrastructure_and_utilities_damage," darlin Damage From California Quake Could Top $1 Billion, via nytimes "
1450,caution_and_advice,"California legislature passes bill to create statewide earthquake warning system, yet it must be funded. Crowdfund! "
1451,other_useful_information,When life gives you lemons... dbfish The single most California photo of all time. napaquake 
1452,injured_or_dead_people," HumansHLD "" UPDATE 8-Quake rocks California wine country, dozens injured "
1453,other_useful_information, KatieTaubeKSN 6.0 California earthquake shakes famed wine country 
1454,other_useful_information, FabianKeiser The Ring of Fire gets angry? Yesterday Earthquake in Chile (6.6). Today in California (6.0) and now Peru (7.0). 
